node,edge,weight
BenthamIan,ColeHarry,0.25
BenthamIan,DwyerBart,0.25
BenthamIan,MartinJerry,0.25
BenthamIan,WilcoxKieran,0.25
ColeHarry,DwyerBart,0.25
ColeHarry,MartinJerry,0.25
ColeHarry,WilcoxKieran,0.25
DwyerBart,MartinJerry,0.25
DwyerBart,WilcoxKieran,0.25
MartinJerry,WilcoxKieran,0.25
BrownMarvin,ArmbrusterCassia,0.5
BrownMarvin,VestIrwin,0.5
ArmbrusterCassia,VestIrwin,0.5
BendixJerryLee,BendixLaToya,0.5833333333333333
BendixJerryLee,BendixMichelle,0.3333333333333333
BendixJerryLee,GodfreyTalia,0.9166666666666666
BendixLaToya,BendixMichelle,0.5
BendixLaToya,GodfreyTalia,0.5833333333333333
BendixMichelle,GodfreyTalia,0.3333333333333333
LeeTwon,CortezRamiro,0.5
LeeTwon,PennPoindexter,0.5
CortezRamiro,PennPoindexter,0.5
AdamsMartha,LeighCrystal,0.2
AdamsMartha,MageeGinny,0.2
AdamsMartha,NielsonColleen,0.2
AdamsMartha,RogersKaren,0.2
AdamsMartha,TaylorBecky,0.2
LeighCrystal,MageeGinny,0.2
LeighCrystal,NielsonColleen,0.2
LeighCrystal,RogersKaren,0.2
LeighCrystal,TaylorBecky,0.2
MageeGinny,NielsonColleen,0.2
MageeGinny,RogersKaren,0.2
MageeGinny,TaylorBecky,0.2
NielsonColleen,RogersKaren,0.2
NielsonColleen,TaylorBecky,0.2
RogersKaren,TaylorBecky,0.2
ChandlerSusie,ConorArthur,2.0
HemphillButch,TateCarol,0.75
HemphillButch,SummersLana,0.5
TateCarol,SummersLana,0.5
PittDonna,ElliottRed,1.0
SimpsonBart,ThompsonAndy,0.5833333333333333
SimpsonBart,ElliottRed,0.25
SimpsonBart,ThompsonTreavor,0.25
SimpsonBart,LeeTwon,0.25
ThompsonAndy,ElliottRed,0.25
ThompsonAndy,ThompsonTreavor,0.25
ThompsonAndy,LeeTwon,0.25
ElliottRed,ThompsonTreavor,0.25
ElliottRed,LeeTwon,0.25
ThompsonTreavor,LeeTwon,0.25
BendixJerryLee,GliddenHoppy,0.3333333333333333
BendixJerryLee,GodfreyTalia,0.9166666666666666
BendixJerryLee,RitterBobby,0.3333333333333333
GliddenHoppy,GodfreyTalia,0.3333333333333333
GliddenHoppy,RitterBobby,0.3333333333333333
GodfreyTalia,RitterBobby,0.3333333333333333
AndersonWinston,BendixLaToya,0.16666666666666666
AndersonWinston,BendixMichelle,0.16666666666666666
AndersonWinston,GodfreyRhonda,0.16666666666666666
AndersonWinston,MandanGrant,0.16666666666666666
AndersonWinston,PalmerTitus,0.16666666666666666
AndersonWinston,WhartonKelvin,0.16666666666666666
BendixLaToya,BendixMichelle,0.5
BendixLaToya,GodfreyRhonda,0.16666666666666666
BendixLaToya,MandanGrant,0.16666666666666666
BendixLaToya,PalmerTitus,0.16666666666666666
BendixLaToya,WhartonKelvin,0.16666666666666666
BendixMichelle,GodfreyRhonda,0.16666666666666666
BendixMichelle,MandanGrant,0.16666666666666666
BendixMichelle,PalmerTitus,0.16666666666666666
BendixMichelle,WhartonKelvin,0.16666666666666666
GodfreyRhonda,MandanGrant,0.16666666666666666
GodfreyRhonda,PalmerTitus,0.16666666666666666
GodfreyRhonda,WhartonKelvin,0.16666666666666666
MandanGrant,PalmerTitus,0.16666666666666666
MandanGrant,WhartonKelvin,0.16666666666666666
PalmerTitus,WhartonKelvin,0.16666666666666666
SinclairMartin,SinclairMarjorie,1.0
JamesRicardo,GarnerStella,0.25
JamesRicardo,GreenleafMaggie,0.25
JamesRicardo,RussellErin,0.25
JamesRicardo,ToomeyMaurice,0.25
GarnerStella,GreenleafMaggie,0.25
GarnerStella,RussellErin,0.25
GarnerStella,ToomeyMaurice,0.25
GreenleafMaggie,RussellErin,0.25
GreenleafMaggie,ToomeyMaurice,0.25
RussellErin,ToomeyMaurice,0.25
CantwellFelecia,MobleyLyle,3.5588235294117645
BowersSandra,BowersCarl,1.5
BowersSandra,FoxGillian,0.5
BowersCarl,FoxGillian,0.5
ThomasEddie,ThomasJack,0.5
ThomasEddie,JohnsonJack,0.5
ThomasJack,JohnsonJack,0.5
WeaverOtis,BurnleyAaron,0.3333333333333333
WeaverOtis,EdwardsSeamus,0.3333333333333333
WeaverOtis,PointerGlenn,0.3333333333333333
BurnleyAaron,EdwardsSeamus,0.3333333333333333
BurnleyAaron,PointerGlenn,0.3333333333333333
EdwardsSeamus,PointerGlenn,0.3333333333333333
GliddenDiana,GliddenHoppy,0.5
GliddenDiana,GliddenMarcia,0.5
GliddenHoppy,GliddenMarcia,0.5
JamesMarla,BecketAlice,1.0
JonesEzekial,SmothersFreddie,1.4166666666666665
JeffersonMillie,LondonRay,1.0
FaulkSteve,GootschalkGinny,0.5
FaulkSteve,ToomeyBruce,0.5
GootschalkGinny,ToomeyBruce,0.5
AndrewsSally,LeeTwon,1.0
ChambersGina,BookCharles,1.0
BenthamIan,BackusConner,1.0
HiltonMichael,McConnellPhyllis,1.0
CantwellSylvester,"Mobley,Sr.Lester",1.0
PhillipsPat,CullomRandall,1.0
VickersYolanda,LaddClarence,1.0
BarryKyle,BenderDarryl,0.25
BarryKyle,HemphillButch,0.5
BarryKyle,JuddRoger,0.25
BarryKyle,SamuelLyle,0.25
BenderDarryl,HemphillButch,0.25
BenderDarryl,JuddRoger,0.25
BenderDarryl,SamuelLyle,0.25
HemphillButch,JuddRoger,0.375
HemphillButch,SamuelLyle,0.25
JuddRoger,SamuelLyle,0.25
RobbinsKevin,ResnickFelix,1.0
HoweMadelaine,HowePhilip,1.0
MajorsLeslie,SwiftMaurice,0.25
MajorsLeslie,KingstonRyan,0.25
MajorsLeslie,KeaneArthur,0.25
MajorsLeslie,StevensRico,0.25
SwiftMaurice,KingstonRyan,0.5
SwiftMaurice,KeaneArthur,0.25
SwiftMaurice,StevensRico,0.25
KingstonRyan,KeaneArthur,0.25
KingstonRyan,StevensRico,0.25
KeaneArthur,StevensRico,1.3088235294117645
LaneBecky,PattersonJohn,1.0
BallMelvin,GreyManny,0.5833333333333333
BallMelvin,HallNorman,0.25
BallMelvin,LansburyRobert,0.25
BallMelvin,ParkerSam,0.25
GreyManny,HallNorman,0.25
GreyManny,LansburyRobert,0.25
GreyManny,ParkerSam,0.25
HallNorman,LansburyRobert,0.25
HallNorman,ParkerSam,0.25
LansburyRobert,ParkerSam,0.25
PyleOmar,RogersKerry,1.0
BendixJerryLee,BlackDarriel,0.5
BendixJerryLee,DanielsJohn,0.5
BlackDarriel,DanielsJohn,0.5
BeckerToby,BrandTom,1.0
MinionMaggie,QuinnRodney,1.0
HayesIris,HumphreyCurtis,1.0
MorganDon,AndrewsJoan,0.5
MorganDon,WallaceSharon,0.5
AndrewsJoan,WallaceSharon,0.5
LoftonJames,HopkinsJody,1.0
StevensRico,PaigeBobby,1.0
AbramsChad,DinglePhilip,0.5
AbramsChad,SandersonMark,0.5
DinglePhilip,SandersonMark,0.5
BarryKyle,HemphillButch,0.5
BarryKyle,BulgerSteven,0.25
BarryKyle,KetterPercy,0.25
BarryKyle,MorrisEvan,0.25
HemphillButch,BulgerSteven,0.25
HemphillButch,KetterPercy,0.25
HemphillButch,MorrisEvan,0.25
BulgerSteven,KetterPercy,0.25
BulgerSteven,MorrisEvan,0.25
KetterPercy,MorrisEvan,0.25
MyersRicky,ArthurDean,0.16666666666666666
MyersRicky,CulpepperIris,0.16666666666666666
MyersRicky,CulpepperWarren,0.16666666666666666
MyersRicky,HoltJuanita,0.16666666666666666
MyersRicky,PepinLorraine,0.16666666666666666
MyersRicky,SteeleKurt,0.16666666666666666
ArthurDean,CulpepperIris,0.16666666666666666
ArthurDean,CulpepperWarren,0.16666666666666666
ArthurDean,HoltJuanita,0.16666666666666666
ArthurDean,PepinLorraine,0.16666666666666666
ArthurDean,SteeleKurt,0.16666666666666666
CulpepperIris,CulpepperWarren,0.16666666666666666
CulpepperIris,HoltJuanita,0.16666666666666666
CulpepperIris,PepinLorraine,0.16666666666666666
CulpepperIris,SteeleKurt,0.16666666666666666
CulpepperWarren,HoltJuanita,0.16666666666666666
CulpepperWarren,PepinLorraine,0.16666666666666666
CulpepperWarren,SteeleKurt,0.16666666666666666
HoltJuanita,PepinLorraine,0.16666666666666666
HoltJuanita,SteeleKurt,0.16666666666666666
PepinLorraine,SteeleKurt,0.16666666666666666
SandersonKatie,BosticDan,4.0
BrowningCalder,StackBarbara,1.0
HoweMadelaine,RobertsBuddy,1.0
RobbinsKevin,KendricksMarie,1.0
O'MalleyBilly,PowersAdair,0.25
O'MalleyBilly,MontgomeryDylan,0.25
O'MalleyBilly,O'MalleyConor,0.25
O'MalleyBilly,ScottJefrey,0.25
PowersAdair,MontgomeryDylan,0.25
PowersAdair,O'MalleyConor,0.25
PowersAdair,ScottJefrey,0.25
MontgomeryDylan,O'MalleyConor,0.25
MontgomeryDylan,ScottJefrey,0.25
O'MalleyConor,ScottJefrey,0.25
TaylorBecky,DrakeBurton,0.3333333333333333
TaylorBecky,KellyGretchen,0.3333333333333333
TaylorBecky,PowersGwen,0.3333333333333333
DrakeBurton,KellyGretchen,0.3333333333333333
DrakeBurton,PowersGwen,0.3333333333333333
KellyGretchen,PowersGwen,0.3333333333333333
AbramsChad,BerkleyCallie,3.5
MyersRicky,MyersRandy,1.0
HiltonMichael,CarusoMario,0.5
HiltonMichael,HiltonChris,0.5
CarusoMario,HiltonChris,0.5
RennerLynette,DimmittRay,1.0
AlexanderNolan,BevinsJoe,0.25
AlexanderNolan,BevinsJohn,0.25
AlexanderNolan,PakulaNan,1.25
AlexanderNolan,PerkinsNathan,0.25
BevinsJoe,BevinsJohn,0.25
BevinsJoe,PakulaNan,0.25
BevinsJoe,PerkinsNathan,0.25
BevinsJohn,PakulaNan,0.25
BevinsJohn,PerkinsNathan,0.25
PakulaNan,PerkinsNathan,0.25
FishburnKerry,JeffersonPolly,0.5
FishburnKerry,NorthTess,0.5
JeffersonPolly,NorthTess,0.5
KaneNathan,SmothersFreddie,1.0
MinionMaggie,GreyCortez,1.0
WilsonMac,JohnsonJack,1.0
PaigeBobby,IbrahimIsaac,1.0
SimpsonAdella,BrinkleyDerrick,0.5
SimpsonAdella,ThompsonTreavor,1.0
BrinkleyDerrick,ThompsonTreavor,0.5
CarverJustin,CurtisMyles,0.3333333333333333
CarverJustin,ManettaMarshall,0.3333333333333333
CarverJustin,MullinsMarv,0.3333333333333333
CurtisMyles,ManettaMarshall,0.3333333333333333
CurtisMyles,MullinsMarv,0.3333333333333333
ManettaMarshall,MullinsMarv,0.3333333333333333
HemphillButch,TateRoger,0.3333333333333333
HemphillButch,WestPhoebe,0.5833333333333333
HemphillButch,WestRoger,0.3333333333333333
TateRoger,WestPhoebe,0.3333333333333333
TateRoger,WestRoger,0.3333333333333333
WestPhoebe,WestRoger,0.3333333333333333
LittleJake,AmanaRalph,0.3333333333333333
LittleJake,JulesCarter,0.3333333333333333
LittleJake,SmallPercy,0.3333333333333333
AmanaRalph,JulesCarter,0.3333333333333333
AmanaRalph,SmallPercy,0.3333333333333333
JulesCarter,SmallPercy,0.3333333333333333
JohnsonDennis,HawkinsDavid,1.0
MobleyLyle,JamesMarla,2.0588235294117645
StevensRico,BeckerIsabel,0.5
StevensRico,SherrodHarry,0.5
BeckerIsabel,SherrodHarry,0.5
CramerNancy,LittleJake,1.0
LoftonJames,MailerLucas,1.0
TowerMelissa,WhiteAndrew,2.0
WorthTyrone,SmithAnthony,1.0
BarronPhoebe,BledsoeDonna,0.125
BarronPhoebe,EbersolShirley,0.125
BarronPhoebe,GoodingTerrell,0.125
BarronPhoebe,KirbyGabrielle,0.125
BarronPhoebe,KirbyLaverne,0.125
BarronPhoebe,KirbyMonica,0.125
BarronPhoebe,MossSophie,0.125
BarronPhoebe,SilversKerry,0.125
BledsoeDonna,EbersolShirley,0.125
BledsoeDonna,GoodingTerrell,0.125
BledsoeDonna,KirbyGabrielle,0.125
BledsoeDonna,KirbyLaverne,0.125
BledsoeDonna,KirbyMonica,0.125
BledsoeDonna,MossSophie,0.125
BledsoeDonna,SilversKerry,0.125
EbersolShirley,GoodingTerrell,0.125
EbersolShirley,KirbyGabrielle,0.125
EbersolShirley,KirbyLaverne,0.125
EbersolShirley,KirbyMonica,0.125
EbersolShirley,MossSophie,0.125
EbersolShirley,SilversKerry,0.125
GoodingTerrell,KirbyGabrielle,0.125
GoodingTerrell,KirbyLaverne,0.125
GoodingTerrell,KirbyMonica,0.125
GoodingTerrell,MossSophie,0.125
GoodingTerrell,SilversKerry,0.125
KirbyGabrielle,KirbyLaverne,0.125
KirbyGabrielle,KirbyMonica,0.125
KirbyGabrielle,MossSophie,0.125
KirbyGabrielle,SilversKerry,0.125
KirbyLaverne,KirbyMonica,0.125
KirbyLaverne,MossSophie,0.125
KirbyLaverne,SilversKerry,0.125
KirbyMonica,MossSophie,0.125
KirbyMonica,SilversKerry,0.125
MossSophie,SilversKerry,0.125
StithBrendon,KennardVernon,0.2
StithBrendon,MaddenEric,0.2
StithBrendon,MenardJack,0.2
StithBrendon,PitneyRoy,0.2
StithBrendon,StithCarlton,0.2
KennardVernon,MaddenEric,0.2
KennardVernon,MenardJack,0.2
KennardVernon,PitneyRoy,0.2
KennardVernon,StithCarlton,0.2
MaddenEric,MenardJack,0.2
MaddenEric,PitneyRoy,0.2
MaddenEric,StithCarlton,0.2
MenardJack,PitneyRoy,0.2
MenardJack,StithCarlton,0.2
PitneyRoy,StithCarlton,0.2
BenthamIan,FitzDanny,0.2
BenthamIan,LakinQuincy,0.2
BenthamIan,PooleAmbrose,0.2
BenthamIan,TooleyDick,0.2
BenthamIan,WhittakerRon,0.2
FitzDanny,LakinQuincy,0.2
FitzDanny,PooleAmbrose,0.2
FitzDanny,TooleyDick,0.2
FitzDanny,WhittakerRon,0.2
LakinQuincy,PooleAmbrose,0.2
LakinQuincy,TooleyDick,0.2
LakinQuincy,WhittakerRon,0.2
PooleAmbrose,TooleyDick,0.2
PooleAmbrose,WhittakerRon,0.2
TooleyDick,WhittakerRon,0.2
AbramsChad,BerkleyCallie,3.5
CramerNancy,GlassRonnie,0.25
CramerNancy,GummZelda,0.25
CramerNancy,WebbMike,0.25
CramerNancy,WebbPatty,0.25
GlassRonnie,GummZelda,0.25
GlassRonnie,WebbMike,0.25
GlassRonnie,WebbPatty,0.25
GummZelda,WebbMike,0.25
GummZelda,WebbPatty,0.25
WebbMike,WebbPatty,0.25
HarrisonAnnie,FergusJoe,0.3333333333333333
HarrisonAnnie,TattersallAngeline,0.3333333333333333
HarrisonAnnie,TrinkausJaimie,0.3333333333333333
FergusJoe,TattersallAngeline,0.3333333333333333
FergusJoe,TrinkausJaimie,0.3333333333333333
TattersallAngeline,TrinkausJaimie,0.3333333333333333
"Mobley,Sr.Lester",ParkerSebastian,2.0588235294117645
"Mobley,Sr.Lester",HarriganDustin,0.5
ParkerSebastian,HarriganDustin,0.5
BurnleyAaron,PfizerAngela,1.0
HumphreyAlex,GormleyAndy,0.5
HumphreyAlex,GraftonDon,0.5
GormleyAndy,GraftonDon,0.5
BinderErrol,BillingsleyTerry,0.5
BinderErrol,PottsWesley,0.5
BillingsleyTerry,PottsWesley,0.5
SandersonKatie,BosticDan,4.0
RoushLeyla,BurnleyAaron,0.5
RoushLeyla,RennerCarl,0.5
BurnleyAaron,RennerCarl,1.0
JeffersonBarbi,JordanPeter,2.0
PerryFrank,HeathMark,1.0
SandersonKatie,LangdonAndrew,0.16666666666666666
SandersonKatie,LangdonCharles,0.16666666666666666
